Movie,Production Budget,Worldwide Gross
United Passions,30000000,168832
Konferenz der Tiere,30000000,53048539
Grace of Monaco,30000000,25199891
Overdrive,30000000,11247280
Savva. Serdtse voyna,30000000,5015080
Goodbye Bafana,30000000,2717302
Ripley's Game,30000000,1692644
Ripley's Game,30000000,1692644
Space Pirate Captain Harlock,30000000,310985
Collide,29200000,5466698
Pitch Perfect 2,29000000,287625468
Walk the Line,29000000,187707495
Night School,29000000,103113446
The Boss,29000000,78652207
12 Monkeys,29000000,168841459
Once Upon a Time in Mexico,29000000,97413527
Awakenings,29000000,51636504
Keeping the Faith,29000000,45336404
Logan Lucky,29000000,49046121
Florence Foster Jenkins,29000000,56000339
The Borrowers,29000000,54045832
Like a Boss,29000000,26581944
Frost/Nixon,29000000,28452945
Seed of Chucky,29000000,24716190
Serving Sara,29000000,20146150
Confessions of a Dangerous Mind,29000000,33013805
Taking Woodstock,29000000,10066366
Cry Freedom,29000000,25899797
Mumford,28700000,4559569
The Jacket,28500000,15452978
Aladdin,28000000,504050219
Indiana Jones and the Temple of Doom,28000000,333080271
Straight Outta Compton,28000000,202182981
Girls Trip,28000000,140886353
The Rugrats Movie,28000000,140894685
Die Hard,28000000,139434346
Out of Africa,28000000,258210860
Along Came a Spider,28000000,105159085
A Bad Moms Christmas,28000000,127710550
Safe Haven,28000000,94050951
The Big Short,28000000,133162752
Scary Stories to Tell in the Dark,28000000,95607360
Role Models,28000000,94500826
"Alexander and the Terrible, Horrible, No Good, …",28000000,101379287
Miracle,28000000,64474705
Last Vegas,28000000,112914167
The Wedding Planner,28000000,94728529
Dawn of the Dead,28000000,103452875
For Your Eyes Only,28000000,195300000
Tag,28000000,77024944
The Royal Tenenbaums,28000000,71430876
Identity,28000000,82119036
Serendipity,28000000,77477297
Kick-Ass,28000000,97531134
Zoolander,28000000,60780981
Timecop,28000000,102053581
Hocus Pocus,28000000,44700159
No Reservations,28000000,91943956
Pride & Prejudice,28000000,126549607
30 Minutes or Less,28000000,41146935
Dracula 2000,28000000,33000377
Blade Runner,28000000,39534078
Rob Roy,28000000,31390587
3 Days to Kill,28000000,38959900
Kick-Ass 2,28000000,63129909
We Own the Night,28000000,55307857
A Walk Among the Tombstones,28000000,62108587
The Spy Next Door,28000000,46752858
Brick Mansions,28000000,73421224
Just My Luck,28000000,38159905
Lost Souls,28000000,31320293
American Ultra,28000000,30295028
Winged Migration,28000000,39134983
Pride and Prejudice and Zombies,28000000,16638300
"Mystery, Alaska",28000000,8891623
John Carpenterâs Ghosts of Mars,28000000,8434601
A Simple Wish,28000000,8165213
Our Brand is Crisis,28000000,8594558
Kundun,28000000,5686694
How to Lose Friends & Alienate People,28000000,12031443
Alatriste,28000000,22860477
Knocked Up,27500000,219265952
Octopussy,27500000,187500000
My Sisterâs Keeper,27500000,96673002
Welcome Home Roscoe Jenkins,27500000,43607627
Joyful Noise,27500000,31157914
A Passage to India,27500000,27187896
Notes on a Scandal,27500000,50578411
Rendition,27500000,26939925
Anonymous,27500000,15815509
Limitless,27000000,155564919
Star Trek VI: The Undiscovered Country,27000000,96900000
Annabelle Comes Home,27000000,228517113
The Divine Secrets of the Ya-Ya Sisterhood,27000000,73826768
Kiss the Girls,27000000,60527873
The Blues Brothers,27000000,57245093
The Jungle Book,27000000,44342956
The Sisterhood of the Traveling Pants 2,27000000,44270131
Money Monster,27000000,93466095
About a Boy,27000000,130759651
Spy Kids: All the Time in the World,27000000,80681183
Lake Placid,27000000,31770413
Lucky Number Slevin,27000000,55495466
The Right Stuff,27000000,21500213
Die Unendliche Geschichte,27000000,21427947
Dark City,27000000,27257061
The Duchess,27000000,45160110
Case 39,27000000,28773827
Case 39,27000000,28773827
The Honeymooners,27000000,13174426
Return to Oz,27000000,10618813
The Newton Boys,27000000,10341093
Suspect Zero,27000000,8723600
Martian Child,27000000,9352089
Formula 51,27000000,5204007
Flawless,27000000,4485485
Mindhunters,27000000,16566235
What Just Happened,27000000,2412123
The Statement,27000000,1545064
Lucy in the Sky,27000000,325943
The Magic Flute,27000000,0
Rules Donât Apply,26700000,3871448
Paul Blart: Mall Cop,26000000,185904750
Freaky Friday,26000000,160822438
The 40 Year-old Virgin,26000000,176276839
Shakespeare in Love,26000000,279500000
Kindergarten Cop,26000000,202000000
Pineapple Express,26000000,102404019
Philadelphia,26000000,201324422
Ever After: A Cinderella Story,26000000,65705772
Flatliners,26000000,61308153
Open Range,26000000,68613992
Red Eye,26000000,96666486
New Yearâs Eve,26000000,146850273
A Bridge Too Far,26000000,50800000
Pain & Gain,26000000,81275291
Final Destination 2,26000000,90396664
"O Brother, Where Art Thou?",26000000,75763814
In Good Company,26000000,63463195
Legion,26000000,67647574
Lawless,26000000,54393687
Clockstoppers,26000000,38788828
Silverado,26000000,33200000
Brothers,26000000,45043870
The Best of Me,26000000,41059418
Agent Cody Banks 2: Destination London,26000000,28703083
Bad Santa 2,26000000,23345113
Original Sin,26000000,16521410
The Raven,26000000,30601801
Welcome to Mooseport,26000000,14494770
Highlander: The Final Dimension,26000000,13738574
Self/Less,26000000,33667319
Motherless Brooklyn,26000000,18477736
The Curse of the Jade Scorpion,26000000,18496522
The Fifth Estate,26000000,6154172
Blood and Wine,26000000,1083350
Blood Ties,26000000,2923959
The Grimm Brothers' Snow White,26000000,5000
Viy,26000000,34246770
Accidental Love,26000000,135436
The Face of an Angel,26000000,0
Judas and the Black Messiah,26000000,0
Flipper,25530000,30593313
The Constant Gardener,25500000,86301599
W.,25100000,28575778
The Passion of the Christ,25000000,622313635
Mrs. Doubtfire,25000000,441286003
Rain Man,25000000,412800000
The Help,25000000,213120004
Hidden Figures,25000000,231771716
Gran Torino,25000000,274543085
Taken,25000000,226941585
Ride Along,25000000,153733800
The Bodyguard,25000000,410945720
Schindlerâs List,25000000,322197132
"Legally Blonde 2: Red, White & Blonde",25000000,125339088
Scooby-Doo 2: Monsters Unleashed,25000000,180856996
Anchorman: The Legend of Ron Burgundy,25000000,89476265
Up in the Air,25000000,166842739
Freddy vs. Jason,25000000,114576403
Bridge to Terabithia,25000000,137984788
Jimmy Neutron: Boy Genius,25000000,102992536
Cloverfield,25000000,171302226
Dear John,25000000,142033509
Teenage Mutant Ninja Turtles II: The Secret of …,25000000,78656813
Parental Guidance,25000000,120832383
The Untouchables,25000000,76271995
No Country for Old Men,25000000,164035753
Bridget Jones's Diary,25000000,277902373
Chocolat,25000000,152500343
No Strings Attached,25000000,149228078
Contraband,25000000,98406855
A Dogâs Purpose,25000000,203055427
The Lucky One,25000000,96633833
Tombstone,25000000,56505065
Romeo Must Die,25000000,91036760
The Omen,25000000,119295584
Final Destination 3,25000000,112798051
Madeaâs Big Happy Family,25000000,54160818
Tyler Perry's A Madea Christmas,25000000,52543354
Finding Neverland,25000000,115036108
The Grey,25000000,81249176
Hide and Seek,25000000,123696741
Cobra,25000000,49042224
The House Bunny,25000000,71390601
Agent Cody Banks,25000000,58240458
Nanny McPhee,25000000,128745578
Goodfellas,25000000,47092936
The Giver,25000000,66540205
The Giver,25000000,66540205
Scarface,25000000,44942821
Nothing To Lose,25000000,64594061
The Last Emperor,25000000,44005073
The Night Before,25000000,52568099
The Beverly Hillbillies,25000000,55598481
The Hours,25000000,97030468
Money Talks,25000000,41076865
There Will Be Blood,25000000,77208711
The Wild Thornberrys Movie,25000000,60694737
Rugrats Go Wild,25000000,55443032
The Sisterhood of the Traveling Pants,25000000,41560117
Undercover Brother,25000000,40796145
August: Osage County,25000000,50738810
Kiss of the Dragon,25000000,36833473
Million Dollar Arm,25000000,39217912
Beauty Shop,25000000,38351350
Just Mercy,25000000,50401502
What a Girl Wants,25000000,37216643
Jeepers Creepers 2,25000000,119923801
Peppermint,25000000,51800758
Good Luck Chuck,25000000,59183821
Cradle 2 the Grave,25000000,56434942
She's the Man,25000000,55279608
The Gambler,25000000,38718031
Mr. Beanâs Holiday,25000000,234981342
Motherâs Day,25000000,52367022
Bride of Chucky,25000000,50692188
Fist Fight,25000000,40286416
August Rush,25000000,64605762
Anacondas: The Hunt for the Blood Orchid,25000000,70326393
The Sitter,25000000,38749404
Elizabeth,25000000,82150642
Tora! Tora! Tora!,25000000,29548291
Spice World,25000000,56042592
Draft Day,25000000,29847480
The Shawshank Redemption,25000000,28419106
Rings,25000000,82917283
Dance Flick,25000000,32224624
Crocodile Dundee in Los Angeles,25000000,39393111
Kingpin,25000000,32223424
Ice Princess,25000000,25732334
Don't Be Afraid of the Dark,25000000,39126427
The Losers,25000000,29863840
Fighting,25000000,32831707
War,25000000,40686409
Don Juan DeMarco,25000000,22032635
A Lot Like Love,25000000,41921590
He Got Game,25000000,22411948
The Eagle,25000000,38993548
Shaun the Sheep,25000000,101850986
Shark Night 3D,25000000,18877153
CHiPS,25000000,23190292
Punch-Drunk Love,25000000,24591031
Eurotrip,25000000,20718223
Father Figures,25000000,21038441
The Ruins,25000000,22910563
Masterminds,25000000,30850666
The Counselor,25000000,71009334
Unaccompanied Minors,25000000,21970831
Mary Queen of Scots,25000000,47020146
"Bright Lights, Big City",25000000,16118077
Half Past Dead,25000000,19233280
Legend,25000000,23506237
The Adventures of Pinocchio,25000000,36682170
The Greatest Game Ever Played,25000000,15468266
The Box,25000000,34356760
The Next Best Thing,25000000,24355762
My Soul to Take,25000000,16727470
The Girl Next Door,25000000,31635150
Fly Me To the Moon,25000000,43530281
Maximum Risk,25000000,51702929
Stealing Harvard,25000000,13973532
Hot Rod,25000000,14371564
Warrior,25000000,24215385
Angela's Ashes,25000000,13038660
Battle of the Sexes,25000000,18445379
Cirque du Soleil: Worlds Away,25000000,28012862
The 33,25000000,28287489
Lifeforce,25000000,11603545
The Conspirator,25000000,15907411
The Powerpuff Girls,25000000,16425701
The Lords of Dogtown,25000000,13424365
Big Trouble in Little China,25000000,11208970
Michael Collins,25000000,27572844
Stop-Loss,25000000,11229035
Gettysburg,25000000,10731997
Abandon,25000000,12219367
Straw Dogs,25000000,11253821
Brokedown Palace,25000000,11115766
Possession,25000000,14805812
Mrs. Winterbourne,25000000,10039566
Stone Cold,25000000,9286314
Serenity,25000000,13008804
The Road,25000000,29206732
Beautiful Boy,25000000,13314562
The Hoax,25000000,7164995
Captive State,25000000,9363210
Sheena,25000000,5778353
Underclassman,25000000,5654777
Say It Isn't So,25000000,5516708
Say It Isn't So,25000000,5516708
The World's Fastest Indian,25000000,18991288
Deception,25000000,12850033
Tank Girl,25000000,4064333
King's Ransom,25000000,4049527
Bill & Ted Face the Music,25000000,6245310
Blindness,25000000,20052958
Sgt. Stubby: An American Hero,25000000,3823620
Carnage,25000000,38112154
Tulip Fever,25000000,6792768
BloodRayne,25000000,3711633
Legend,25000000,42425450
Bad Lieutenant: Port of Call New Orleans,25000000,12413949
Jane Got a Gun,25000000,3771345
Me and Orson Welles,25000000,1190003
All My Life,25000000,2001259
Venom,25000000,881745
Where the Truth Lies,25000000,1415656
Without Limits,25000000,780326
On the Road,25000000,9313302
Les petits mouchoirs,25000000,48530887
Love Ranch,25000000,146149
Yi ge ren de wu lin,25000000,129115
Sammy's avonturen: De geheime doorgang,25000000,71594792
Matilda,25000000,9755282
Belka i Strelka. Zvezdnye sobaki,25000000,9445081
La vÃ©ritable histoire du Chat BottÃ©,25000000,8208594
The Professor and the Madman,25000000,6218944
Ironclad,25000000,5297411
Red Sky,25000000,91116
Waterloo,25000000,0
The Adventurer: The Curse of the Midas Box,25000000,0
Reagan,25000000,0
Dangerous Liaisons,24200000,10447579
Star Trek IV: The Voyage Home,24000000,133000000
Scream 2,24000000,172363301
The Addams Family,24000000,200612027
Old School,24000000,86737464
Rocky Balboa,24000000,156229050
Think Like a Man Too,24000000,70027933
Fences,24000000,64282881
The Whole Nine Yards,24000000,85527867
Footloose,24000000,62989834
Going in Style,24000000,80812424
Point Break,24000000,83531958
The Fisher King,24000000,41798224
I Still Know What You Did Last Summer,24000000,40020622
Hitman,24000000,99135571
"Hello, Dolly",24000000,33208099
Return to Me,24000000,32662299
The Men Who Stare at Goats,24000000,67348218
Zack and Miri Make a Porno,24000000,36856306
Double Take,24000000,29823162
"Girl, Interrupted",24000000,48308749
Nurse Betty,24000000,27732366
Piranha 3D,24000000,83660160
Faster,24000000,35792945
Lock Up,24000000,22099847
The Wiz,24000000,22000000
Win a Date with Tad Hamilton!,24000000,17589829
Muppets From Space,24000000,16304786
Ready to Rumble,24000000,12372410
Foxcatcher,24000000,19303058
I Don't Know How She Does It,24000000,24474463
Play it to the Bone,24000000,8427204
Dhoom 3,24000000,11723620
Beyond the Sea,24000000,8292914
Hauru no ugoku shiro,24000000,237814327
Meet the Deedles,24000000,4356126
The Thief and the Cobbler,24000000,669276
The Bridge of San Luis Rey,24000000,1696765
Flood,24000000,4084232
Zombieland,23600000,102236596
Star Wars Ep. V: The Empire Strikes Back,23000000,549001242
The Waterboy,23000000,190191646
The Naked Gun 2Â½: The Smell of Fear,23000000,86930411
Green Book,23000000,320029388
Dangerous Minds,23000000,178919401
Bad Boys,23000000,141247413
The Wedding Ringer,23000000,80171596
Final Destination,23000000,112036870
King Kong,23000000,90614445
The Ides of March,23000000,77735925
Pitch Black,23000000,53182088
The Hate U Give,23000000,35067665
Someone Like You,23000000,38684906
Her,23000000,48043998
Joy Ride,23000000,22204890
Kari gurashi no Arietti,23000000,151496097
Haywire,23000000,36374700
Anywhere But Here,23000000,18653615
Vanity Fair,23000000,19123851
Eddie the Eagle,23000000,45060480
Jaws 4: The Revenge,23000000,15728335
The Way Back,23000000,14563409
The Crew,23000000,13019253
Marvin's Room,23000000,12803305
Chasing Liberty,23000000,12291975
The Longshots,23000000,11778396
The End of the Affair,23000000,10660147
The Marksman,23000000,10102372
The Marksman,23000000,10102372
Harley Davidson and the Marlboro Man,23000000,7018525
In the Valley of Elah,23000000,24489150
Coco avant Chanel,23000000,50813834
ChÃ©ri,23000000,2715657
Redemption,23000000,13593473
Rogue,23000000,4673377
ChÄi dÃ n zhuÄnjiÄ,23000000,58807172
Shi Yue Wei Cheng,23000000,44195779
Spaceballs,22700000,38119483
